content,score,label,text_clean,text_stopword,text_tokenize,text_stemmed
"Semuanya bagus cuman 1 saran dari saya, kasih Artefak yang sedikit bagus untuk player pemula supaya mudah saat Explorasi dan lain-lain",4,positif,semuanya bagus cuman   saran dari saya  kasih artefak yang sedikit bagus untuk player pemula supaya mudah saat explorasi dan lain lain,bagus cuman saran kasih artefak bagus player pemula mudah explorasi,"['bagus', 'cuman', 'saran', 'kasih', 'artefak', 'bagus', 'player', 'pemula', 'mudah', 'explorasi']",bagus cuman saran kasih artefak bagus player mula mudah explorasi
"Setelah update 3.7 semakin berat, sinyal bagus tpi pas main genshin langsung jadi jelek sinyalnya",4,positif,setelah update     semakin berat  sinyal bagus tpi pas main genshin langsung jadi jelek sinyalnya,update berat sinyal bagus tpi pas main genshin langsung jelek sinyalnya,"['update', 'berat', 'sinyal', 'bagus', 'tpi', 'pas', 'main', 'genshin', 'langsung', 'jelek', 'sinyalnya']",update berat sinyal bagus tpi pas main genshin langsung jelek sinyal
"Pas awal main suka banget dan lancar juga. Tapi lama² kesel banget soalnya gak bisa masuk ke game nya padahal internet lancar² aja, di aplikasi lain lancar, tapi di game genshin gak bisa",2,negatif,pas awal main suka banget dan lancar juga  tapi lama  kesel banget soalnya gak bisa masuk ke game nya padahal internet lancar  aja  di aplikasi lain lancar  tapi di game genshin gak bisa,pas main suka banget lancar kesel banget gak masuk game nya internet lancar aja aplikasi lancar game genshin gak,"['pas', 'main', 'suka', 'banget', 'lancar', 'kesel', 'banget', 'gak', 'masuk', 'game', 'nya', 'internet', 'lancar', 'aja', 'aplikasi', 'lancar', 'game', 'genshin', 'gak']",pas main suka banget lancar kesel banget gak masuk game nya internet lancar aja aplikasi lancar game genshin gak
"Gameplay nya seru banget, cerita dan petualangannya keren keren banget",5,positif,gameplay nya seru banget  cerita dan petualangannya keren keren banget,gameplay nya seru banget cerita petualangannya keren keren banget,"['gameplay', 'nya', 'seru', 'banget', 'cerita', 'petualangannya', 'keren', 'keren', 'banget']",gameplay nya seru banget cerita tualang keren keren banget
Bagus sih tapi pas aku masuk ke game nya kan disitu aku pilih Europe ya karna aku baru pertama kali main genshin impact ini trus disitu bilang penyimpanan data anda tidak cukup padahal fotoku baru 39 foto dan 5 vidio kek mana sihhh??????,3,negatif,bagus sih tapi pas aku masuk ke game nya kan disitu aku pilih europe ya karna aku baru pertama kali main genshin impact ini trus disitu bilang penyimpanan data anda tidak cukup padahal fotoku baru    foto dan   vidio kek mana sihhh      ,bagus sih pas masuk game nya disitu pilih europe ya karna kali main genshin impact trus disitu bilang penyimpanan data fotoku foto vidio kek sihhh,"['bagus', 'sih', 'pas', 'masuk', 'game', 'nya', 'disitu', 'pilih', 'europe', 'ya', 'karna', 'kali', 'main', 'genshin', 'impact', 'trus', 'disitu', 'bilang', 'penyimpanan', 'data', 'fotoku', 'foto', 'vidio', 'kek', 'sihhh']",bagus sih pas masuk game nya situ pilih europe ya karna kali main genshin impact trus situ bilang simpan data foto foto vidio kek sihhh
"Dah bagus, tapi tolong hoyoverse berikan tombol skip pada ceritanya KELAMAAN🤬🤬, jadi terkadang bosan liat dialog yang banyak ngomongnya, kadang ada pemain yang mau tau ceritanya ada yang gak mau, biar gak ribet itu juga jadi gak sesuai dengan kebijakan kalian agar kami para pemain gak main terlalu lama, LUCU tau gak yang buat kami main terlalu lama itu karna dialog di story gamenya , JADI... Tolong!!!! Seditaknya ada tombol ""SKIPNYA"" 🤬🤬🤬🤬🤬🤬🤬",2,negatif,dah bagus  tapi tolong hoyoverse berikan tombol skip pada ceritanya kelamaan    jadi terkadang bosan liat dialog yang banyak ngomongnya  kadang ada pemain yang mau tau ceritanya ada yang gak mau  biar gak ribet itu juga jadi gak sesuai dengan kebijakan kalian agar kami para pemain gak main terlalu lama  lucu tau gak yang buat kami main terlalu lama itu karna dialog di story gamenya   jadi    tolong     seditaknya ada tombol  skipnya         ,dah bagus tolong hoyoverse tombol skip ceritanya terkadang bosan liat dialog ngomongnya kadang pemain tau ceritanya gak biar gak ribet gak sesuai kebijakan pemain gak main lucu tau gak main karna dialog story gamenya tolong seditaknya tombol skipnya,"['dah', 'bagus', 'tolong', 'hoyoverse', 'tombol', 'skip', 'ceritanya', 'terkadang', 'bosan', 'liat', 'dialog', 'ngomongnya', 'kadang', 'pemain', 'tau', 'ceritanya', 'gak', 'biar', 'gak', 'ribet', 'gak', 'sesuai', 'kebijakan', 'pemain', 'gak', 'main', 'lucu', 'tau', 'gak', 'main', 'karna', 'dialog', 'story', 'gamenya', 'tolong', 'seditaknya', 'tombol', 'skipnya']",dah bagus tolong hoyoverse tombol skip cerita terkadang bosan liat dialog ngomongnya kadang main tau cerita gak biar gak ribet gak sesuai bijak main gak main lucu tau gak main karna dialog story gamenya tolong tak tombol skip
"mekanisme drum dalam quest ""gema pencerahan sehati"" sulit dipahami, ketika memulai tantangan selalu gagal padahal belum dicoba pukul drumnya, apa itu karena bug? devlp mohon tanggapannya",4,positif,mekanisme drum dalam quest  gema pencerahan sehati  sulit dipahami  ketika memulai tantangan selalu gagal padahal belum dicoba pukul drumnya  apa itu karena bug  devlp mohon tanggapannya,mekanisme drum quest gema pencerahan sehati sulit dipahami tantangan gagal dicoba drumnya bug devlp mohon tanggapannya,"['mekanisme', 'drum', 'quest', 'gema', 'pencerahan', 'sehati', 'sulit', 'dipahami', 'tantangan', 'gagal', 'dicoba', 'drumnya', 'bug', 'devlp', 'mohon', 'tanggapannya']",mekanisme drum quest gema cerah sehat sulit paham tantang gagal coba drum bug devlp mohon tanggap
"Tolong developer. Ini parah sih, terjadi kemacetan di dalam game di misi mengejar bayangan(memasuki markas fatui di monstadt) di situ karakter macet gak mau gerak, dan ini udah dari kesekian kalinya gua coba terus tapi ya tetep macet di situ, padahal misi yang lain ok-ok aja dan hp gua support, sumpah ini buat developer tolong di perbaiki, ini meresahkan banget sih, gua emg pemula tapi sumpah ini entah bug entah apalah pokoknya jadi penghambat gua buat ke misi lainnya",3,negatif,tolong developer  ini parah sih  terjadi kemacetan di dalam game di misi mengejar bayangan memasuki markas fatui di monstadt  di situ karakter macet gak mau gerak  dan ini udah dari kesekian kalinya gua coba terus tapi ya tetep macet di situ  padahal misi yang lain ok ok aja dan hp gua support  sumpah ini buat developer tolong di perbaiki  ini meresahkan banget sih  gua emg pemula tapi sumpah ini entah bug entah apalah pokoknya jadi penghambat gua buat ke misi lainnya,tolong developer parah sih kemacetan game misi mengejar bayangan memasuki markas fatui monstadt situ karakter macet gak gerak udah kesekian kalinya gua coba ya tetep macet situ misi ok ok aja hp gua support sumpah developer tolong perbaiki meresahkan banget sih gua emg pemula sumpah bug apalah pokoknya penghambat gua misi,"['tolong', 'developer', 'parah', 'sih', 'kemacetan', 'game', 'misi', 'mengejar', 'bayangan', 'memasuki', 'markas', 'fatui', 'monstadt', 'situ', 'karakter', 'macet', 'gak', 'gerak', 'udah', 'kesekian', 'kalinya', 'gua', 'coba', 'ya', 'tetep', 'macet', 'situ', 'misi', 'ok', 'ok', 'aja', 'hp', 'gua', 'support', 'sumpah', 'developer', 'tolong', 'perbaiki', 'meresahkan', 'banget', 'sih', 'gua', 'emg', 'pemula', 'sumpah', 'bug', 'apalah', 'pokoknya', 'penghambat', 'gua', 'misi']",tolong developer parah sih macet game misi kejar bayang pasuk markas fatui monstadt situ karakter macet gak gerak udah sekian kali gua coba ya tetep macet situ misi ok ok aja hp gua support sumpah developer tolong baik resah banget sih gua emg mula sumpah bug apa pokok hambat gua misi
adain dong fitur gamepad jangan yang khusus aja soalnya gamepad mahal banget,3,negatif,adain dong fitur gamepad jangan yang khusus aja soalnya gamepad mahal banget,adain fitur gamepad khusus aja gamepad mahal banget,"['adain', 'fitur', 'gamepad', 'khusus', 'aja', 'gamepad', 'mahal', 'banget']",adain fitur gamepad khusus aja gamepad mahal banget
Tolong tambahkan fitur untuk skip dialog story karena ini yang membuat bosan ketika bermain yang memakai dialog sangat panjang,4,positif,tolong tambahkan fitur untuk skip dialog story karena ini yang membuat bosan ketika bermain yang memakai dialog sangat panjang,tolong tambahkan fitur skip dialog story bosan bermain memakai dialog,"['tolong', 'tambahkan', 'fitur', 'skip', 'dialog', 'story', 'bosan', 'bermain', 'memakai', 'dialog']",tolong tambah fitur skip dialog story bosan main pakai dialog
"Woy lah. Gua main genshin yg bagian diluc malah nge stuck, alias gak bisa bergerak. Mohon perbaikannya ya mihoyo! Lagi farming buat naikkin AR malah nge bug. Padahal saya pake wifi.. hmm...",3,negatif,woy lah  gua main genshin yg bagian diluc malah nge stuck  alias gak bisa bergerak  mohon perbaikannya ya mihoyo  lagi farming buat naikkin ar malah nge bug  padahal saya pake wifi   hmm   ,woy gua main genshin yg diluc nge stuck alias gak bergerak mohon perbaikannya ya mihoyo farming naikkin ar nge bug pake wifi hmm,"['woy', 'gua', 'main', 'genshin', 'yg', 'diluc', 'nge', 'stuck', 'alias', 'gak', 'bergerak', 'mohon', 'perbaikannya', 'ya', 'mihoyo', 'farming', 'naikkin', 'ar', 'nge', 'bug', 'pake', 'wifi', 'hmm']",woy gua main genshin yg diluc nge stuck alias gak gerak mohon baik ya mihoyo farming naikkin ar nge bug pake wifi hmm
Akhir akhir ini kenapa genshin sering force close saat di fontaine. Padahal perangkat masih kompatibel. Mohon segera dibenahi,4,positif,akhir akhir ini kenapa genshin sering force close saat di fontaine  padahal perangkat masih kompatibel  mohon segera dibenahi,genshin force close fontaine perangkat kompatibel mohon dibenahi,"['genshin', 'force', 'close', 'fontaine', 'perangkat', 'kompatibel', 'mohon', 'dibenahi']",genshin force close fontaine perangkat kompatibel mohon benah
"Semoga next update ada fitur custom setting untuk memperbesar ataupun memperkecil tombol, karena saya pemain di device mobile sering sekali mendapat kendala ""skill tidak ditekan"" karena tombol skill yang terlalu kecil bagi jari saya, hal tersebut membuat rotasi tim saya menjadi buruk.",5,positif,semoga next update ada fitur custom setting untuk memperbesar ataupun memperkecil tombol  karena saya pemain di device mobile sering sekali mendapat kendala  skill tidak ditekan  karena tombol skill yang terlalu kecil bagi jari saya  hal tersebut membuat rotasi tim saya menjadi buruk ,semoga next update fitur custom setting memperbesar memperkecil tombol pemain device mobile kendala skill ditekan tombol skill jari rotasi tim buruk,"['semoga', 'next', 'update', 'fitur', 'custom', 'setting', 'memperbesar', 'memperkecil', 'tombol', 'pemain', 'device', 'mobile', 'kendala', 'skill', 'ditekan', 'tombol', 'skill', 'jari', 'rotasi', 'tim', 'buruk']",moga next update fitur custom setting besar kecil tombol main device mobile kendala skill tekan tombol skill jari rotasi tim buruk
sebenernya udah bagus game sama alurnya tapi tolong hoyo diperbaiki masa muka nya xiangling sama heizou nya hitam jadi mohon diperbaiki,1,negatif,sebenernya udah bagus game sama alurnya tapi tolong hoyo diperbaiki masa muka nya xiangling sama heizou nya hitam jadi mohon diperbaiki,sebenernya udah bagus game alurnya tolong hoyo diperbaiki muka nya xiangling heizou nya hitam mohon diperbaiki,"['sebenernya', 'udah', 'bagus', 'game', 'alurnya', 'tolong', 'hoyo', 'diperbaiki', 'muka', 'nya', 'xiangling', 'heizou', 'nya', 'hitam', 'mohon', 'diperbaiki']",sebenernya udah bagus game alur tolong hoyo baik muka nya xiangling heizou nya hitam mohon baik
"Bagus bagus aja, cuma kalo gacha susah dapet Character/Senjata B5 harus gacha 3-12× an kalo mau dapet, itu juga harus 10× gacha, dan susah kalo nyari primogem",5,positif,bagus bagus aja  cuma kalo gacha susah dapet character senjata b  harus gacha       an kalo mau dapet  itu juga harus     gacha  dan susah kalo nyari primogem,bagus bagus aja kalo gacha susah dapet character senjata b gacha an kalo dapet gacha susah kalo nyari primogem,"['bagus', 'bagus', 'aja', 'kalo', 'gacha', 'susah', 'dapet', 'character', 'senjata', 'b', 'gacha', 'an', 'kalo', 'dapet', 'gacha', 'susah', 'kalo', 'nyari', 'primogem']",bagus bagus aja kalo gacha susah dapet character senjata b gacha an kalo dapet gacha susah kalo nyari primogem
"Story, grafik, dan gameplay sangat bagus. Tapi tolong, jangan dipersulit saat explore, tambahkan pendapatan primogem nya agar mempermudah player, dan tolong naikkan gacha rate agar player baru lebih mudah mendapatkan karakter baru",4,positif,story  grafik  dan gameplay sangat bagus  tapi tolong  jangan dipersulit saat explore  tambahkan pendapatan primogem nya agar mempermudah player  dan tolong naikkan gacha rate agar player baru lebih mudah mendapatkan karakter baru,story grafik gameplay bagus tolong dipersulit explore tambahkan pendapatan primogem nya mempermudah player tolong naikkan gacha rate player mudah karakter,"['story', 'grafik', 'gameplay', 'bagus', 'tolong', 'dipersulit', 'explore', 'tambahkan', 'pendapatan', 'primogem', 'nya', 'mempermudah', 'player', 'tolong', 'naikkan', 'gacha', 'rate', 'player', 'mudah', 'karakter']",story grafik gameplay bagus tolong sulit explore tambah dapat primogem nya mudah player tolong naik gacha rate player mudah karakter
Capek dengan sistem gacha di akunku. Gak pernah dikasih win 50/50 buang² primo banyak tapi dapetnya ampas terus,1,negatif,capek dengan sistem gacha di akunku  gak pernah dikasih win       buang  primo banyak tapi dapetnya ampas terus,capek sistem gacha akunku gak dikasih win buang primo dapetnya ampas,"['capek', 'sistem', 'gacha', 'akunku', 'gak', 'dikasih', 'win', 'buang', 'primo', 'dapetnya', 'ampas']",capek sistem gacha akun gak kasih win buang primo dapetnya ampas
"Game impian para gemers sejati. Kembangkan terus, ini game terbaik versi android.",5,positif,game impian para gemers sejati  kembangkan terus  ini game terbaik versi android ,game impian gemers sejati kembangkan game terbaik versi android,"['game', 'impian', 'gemers', 'sejati', 'kembangkan', 'game', 'terbaik', 'versi', 'android']",game impi gemers sejati kembang game baik versi android
Saya sangat menyukai game ini karena game ini sangat seru dan gak bosenin habis itu di game ini bisa dapa primodian gratis tiap hari untuk nyepin ya walaupun ngumpulinnya sangat lama dan agak susah tapi tetap aku senang karena bisa dapat banyak karakter gratis tanpa harus keluarkan uang terima hasih hoyoverse,5,positif,saya sangat menyukai game ini karena game ini sangat seru dan gak bosenin habis itu di game ini bisa dapa primodian gratis tiap hari untuk nyepin ya walaupun ngumpulinnya sangat lama dan agak susah tapi tetap aku senang karena bisa dapat banyak karakter gratis tanpa harus keluarkan uang terima hasih hoyoverse,menyukai game game seru gak bosenin habis game dapa primodian gratis nyepin ya ngumpulinnya susah senang karakter gratis keluarkan uang terima hasih hoyoverse,"['menyukai', 'game', 'game', 'seru', 'gak', 'bosenin', 'habis', 'game', 'dapa', 'primodian', 'gratis', 'nyepin', 'ya', 'ngumpulinnya', 'susah', 'senang', 'karakter', 'gratis', 'keluarkan', 'uang', 'terima', 'hasih', 'hoyoverse']",suka game game seru gak bosenin habis game dapa primodian gratis nyepin ya ngumpulinnya susah senang karakter gratis keluar uang terima hasih hoyoverse
gm nya bagus dan semuah memuaskan tapi satu hal kalo masuk ke gm ny itu lama banget apa lagi sya pakenya wifi dorasinya jadi lama jadi mohon untuk dorasih masuknya di percepat data maupun wifi trimakasih,4,positif,gm nya bagus dan semuah memuaskan tapi satu hal kalo masuk ke gm ny itu lama banget apa lagi sya pakenya wifi dorasinya jadi lama jadi mohon untuk dorasih masuknya di percepat data maupun wifi trimakasih,gm nya bagus semuah memuaskan kalo masuk gm ny banget sya pakenya wifi dorasinya mohon dorasih masuknya percepat data wifi trimakasih,"['gm', 'nya', 'bagus', 'semuah', 'memuaskan', 'kalo', 'masuk', 'gm', 'ny', 'banget', 'sya', 'pakenya', 'wifi', 'dorasinya', 'mohon', 'dorasih', 'masuknya', 'percepat', 'data', 'wifi', 'trimakasih']",gm nya bagus semuah muas kalo masuk gm ny banget sya pakenya wifi dorasinya mohon dorasih masuk cepat data wifi trimakasih
